Node, 11635
TIME, epelx, epely, epelz, epelxy, epelyz, epelxz, epplx, epply, epplz, epplxy, epplyz, epplxz, sx, sy, sz, sxy, syz, sxz
1, 5.918235867E-03, -1.701958128E-03, -1.785645669E-03, -1.509048925E-04, 3.472846538E-05, 7.567479479E-04, 0.405983686, -0.199665666, -0.206318025, -1.199057279E-02, 2.760581207E-03, 6.012953445E-02, 1190.95538, 18.617837, 5.74282587, -11.6080687, 2.67142045, 58.211381
1.2, 4.717595177E-03, -1.353437954E-03, -1.428589254E-03, -8.003433031E-04, -6.312369351E-06, 4.67132093E-04, 0.405983686, -0.199665666, -0.206318025, -1.199057279E-02, 2.760581207E-03, 6.012953445E-02, 949.118668, 15.1135433, 3.55180699, -61.5648699, -0.485566884, 35.933239
1.4, 3.516954544E-03, -1.004917838E-03, -1.071532839E-03, -1.449781732E-03, -4.735320363E-05, 1.775162509E-04, 0.405983686, -0.199665666, -0.206318025, -1.199057279E-02, 2.760581207E-03, 6.012953445E-02, 707.281921, 11.6092513, 1.3607882, -111.521673, -3.6425541, 13.6550962
1.7, 1.715993654E-03, -4.82137606E-04, -5.35948202E-04, -2.423939353E-03, -1.089144553E-04, -2.569075259E-04, 0.405983686, -0.199665666, -0.206318025, -1.199057279E-02, 2.760581207E-03, 6.012953445E-02, 344.526848, 6.35281289, -1.92574009, -186.456875, -8.37803483, -19.7621169
2, -8.496729424E-05, 4.06426152E-05, -3.635631174E-07, -3.398096946E-03, -1.704757051E-04, -6.913312973E-04, 0.405983686, -0.199665666, -0.206318025, -1.199057279E-02, 2.760581207E-03, 6.012953445E-02, -18.2282267, 1.09637457, -5.21226835, -261.392082, -13.1135156, -53.1793318
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
