Node, 6827
TIME, epelx, epely, epelz, epelxy, epelyz, epelxz, epplx, epply, epplz, epplxy, epplyz, epplxz, sx, sy, sz, sxy, syz, sxz
1, 4.046596703E-03, -1.138171938E-03, -1.138529566E-03, -8.54933528E-05, 4.912469835E-07, -4.227358511E-05, 0.216683857, -0.108330732, -0.108353127, -5.357035116E-03, 3.073339093E-05, -2.648879657E-03, 826.772003, 29.1153023, 29.0602801, -6.57641175, 3.778822999E-02, -3.2518142
1.2, 3.264990228E-03, -9.143321513E-04, -9.144594587E-04, -5.677807656E-05, 6.37447833E-07, -5.452881715E-05, 0.216683857, -0.108330732, -0.108353127, -5.357035116E-03, 3.073339093E-05, -2.648879657E-03, 668.021408, 25.0487356, 25.0291479, -4.36754431, 4.903444892E-02, -4.19452447
1.4, 2.483384393E-03, -6.904936454E-04, -6.903894464E-04, -2.806252588E-05, 7.840032188E-07, -6.678413683E-05, 0.216683857, -0.108330732, -0.108353127, -5.357035116E-03, 3.073339093E-05, -2.648879657E-03, 509.270832, 20.981899, 20.9979277, -2.15865586, 6.030793954E-02, -5.13724124
1.7, 1.310975771E-03, -3.547358792E-04, -3.542844352E-04, 1.501079907E-05, 1.003836167E-06, -8.516711523E-05, 0.216683857, -0.108330732, -0.108353127, -5.357035116E-03, 3.073339093E-05, -2.648879657E-03, 271.14497, 14.8816451, 14.9510977, 1.15467685, 7.721816696E-02, -6.55131668
2, 1.385670621E-04, -1.897811171E-05, -1.817941461E-05, 5.808412413E-05, 1.22366911E-06, -1.035500968E-04, 0.216683857, -0.108330732, -0.108353127, -5.357035116E-03, 3.073339093E-05, -2.648879657E-03, 33.0191102, 8.78139102, 8.90426749, 4.46800955, 9.412839451E-02, -7.96539184
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
