Node, 11366
TIME, epelx, epely, epelz, epelxy, epelyz, epelxz, epplx, epply, epplz, epplxy, epplyz, epplxz, sx, sy, sz, sxy, syz, sxz
1, 2.966367698E-03, -7.765796472E-04, -9.43954321E-04, 1.532045717E-03, -1.680515124E-04, -6.363906286E-04, 0.124828959, -5.832413957E-02, -6.650482304E-02, 7.491366006E-02, -8.213780122E-03, -3.111814195E-02, 600.114304, 24.2762504, -1.47369891, 117.849669, -12.9270394, -48.953125
1.2, 2.347723348E-03, -5.882919795E-04, -7.869394321E-04, 1.312137785E-03, -1.171554104E-04, -2.500136034E-04, 0.124828959, -5.832413957E-02, -6.650482304E-02, 7.491366006E-02, -8.213780122E-03, -3.111814195E-02, 473.398819, 21.704145, -8.85699999, 100.93368, -9.01195478, -19.2318153
1.4, 1.729074371E-03, -4.000033223E-04, -6.299233937E-04, 1.092225488E-03, -6.625972674E-05, 1.363638748E-04, 0.124828959, -5.832413957E-02, -6.650482304E-02, 7.491366006E-02, -8.213780122E-03, -3.111814195E-02, 346.682335, 19.1319132, -16.2404082, 84.0173435, -5.09690213, 10.4895285
1.7, 8.011009777E-04, -1.17570311E-04, -3.943993652E-04, 7.623569545E-04, 1.008379968E-05, 7.159300876E-04, 0.124828959, -5.832413957E-02, -6.650482304E-02, 7.491366006E-02, -8.213780122E-03, -3.111814195E-02, 156.607609, 15.2735643, -27.3155208, 58.6428423, 0.775676847, 55.0715446
2, -1.2687243E-04, 1.648626967E-04, -1.588753257E-04, 4.324884358E-04, 8.642732519E-05, 1.295496273E-03, 0.124828959, -5.832413957E-02, -6.650482304E-02, 7.491366006E-02, -8.213780122E-03, -3.111814195E-02, -33.4671125, 11.4152155, -38.3906345, 33.2683411, 6.64825583, 99.6535606
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
