Node, 4054
TIME, epelx, epely, epelz, epelxy, epelyz, epelxz, epplx, epply, epplz, epplxy, epplyz, epplxz, sx, sy, sz, sxy, syz, sxz
1, 4.375879362E-03, -1.253940849E-03, -1.257588679E-03, 4.004062939E-04, 1.480903802E-05, 3.13904322E-04, 0.251220606, -0.125488478, -0.125732128, 2.678645193E-02, 9.893290116E-04, 2.099998761E-02, 888.329514, 22.2033155, 21.6421123, 30.8004842, 1.13915676, 24.1464868
1.2, 3.521883191E-03, -1.00467779E-03, -1.015986112E-03, 4.084466091E-04, 1.29369522E-05, 1.248083508E-04, 0.251220606, -0.125488478, -0.125732128, 2.678645193E-02, 9.893290116E-04, 2.099998761E-02, 715.045792, 18.6517973, 16.9120572, 31.4189694, 0.995150156, 9.60064244
1.4, 2.667886962E-03, -7.55414716E-04, -7.743835376E-04, 4.164869315E-04, 1.106487161E-05, -6.428762299E-05, 0.251220606, -0.125488478, -0.125732128, 2.678645193E-02, 9.893290116E-04, 2.099998761E-02, 541.762077, 15.1002795, 12.1820019, 32.0374563, 0.851143971, -4.94520175
1.7, 1.386892691E-03, -3.815201308E-04, -4.119796722E-04, 4.285474097E-04, 8.256750561E-06, -3.479315819E-04, 0.251220606, -0.125488478, -0.125732128, 2.678645193E-02, 9.893290116E-04, 2.099998761E-02, 281.83651, 9.77300262, 5.08691952, 32.9651852, 0.635134667, -26.763968
2, 1.058983498E-04, -7.625535545E-06, -4.957581223E-05, 4.406078988E-04, 5.448629601E-06, -6.315755454E-04, 0.251220606, -0.125488478, -0.125732128, 2.678645193E-02, 9.893290116E-04, 2.099998761E-02, 21.9109387, 4.44572574, -2.00816298, 33.892915, 0.419125349, -48.5827341
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
