Node, 6991
TIME, epelx, epely, epelz, epelxy, epelyz, epelxz, epplx, epply, epplz, epplxy, epplyz, epplxz, sx, sy, sz, sxy, syz, sxz
1, 3.944042081E-03, -1.150845812E-03, -1.097897577E-03, 7.961528809E-06, -8.85973634E-07, -9.644557795E-04, 0.210170433, -0.106729558, -0.103440874, 4.951142037E-04, -5.504356523E-05, -5.996323749E-02, 802.387077, 18.5581801, 26.7040656, 0.612425297, -6.815181486E-02, -74.1889057
1.2, 3.165329399E-03, -9.272984316E-04, -8.760666315E-04, 2.363931017E-04, -2.399775326E-05, -7.583598854E-04, 0.210170433, -0.106729558, -0.103440874, 4.951142037E-04, -5.504356523E-05, -5.996323749E-02, 644.123474, 14.4884307, 22.3702452, 18.1840847, -1.84598103, -58.3353763
1.4, 2.386617241E-03, -7.037521355E-04, -6.542354895E-04, 4.648244976E-04, -4.710936946E-05, -5.522640713E-04, 0.210170433, -0.106729558, -0.103440874, 4.951142037E-04, -5.504356523E-05, -5.996323749E-02, 485.859917, 10.4184711, 18.0364172, 35.7557306, -3.62379771, -42.4818516
1.7, 1.218549078E-03, -3.684327239E-04, -3.214887911E-04, 8.074715734E-04, -8.177679501E-05, -2.43120332E-04, 0.210170433, -0.106729558, -0.103440874, 4.951142037E-04, -5.504356523E-05, -5.996323749E-02, 248.464579, 4.31353161, 11.5356754, 62.1131978, -6.29052275, -18.7015642
2, 5.048092999E-05, -3.311330556E-05, 1.125791439E-05, 1.150118667E-03, -1.164442192E-04, 6.602340306E-05, 0.210170433, -0.106729558, -0.103440874, 4.951142037E-04, -5.504356523E-05, -5.996323749E-02, 11.0692438, -1.79140789, 5.03493369, 88.4706659, -8.95724791, 5.07872324
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
