Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)
3186	24.81184	-1.946317	2.706063
3187	24.81184	-0.4757869	3.381092
3188	24.81184	2.697607	-2.069317
3189	24.81184	-1.381908	3.52194
3190	24.81184	-3.069908	1.143941
3191	24.81184	1.125405	-2.879291
3192	24.81184	0.7142982	4.264121
3193	24.81184	-3.564758	0.263443
3194	24.81184	-0.1949874	4.370317
3195	24.81184	1.609054	4.03178
3196	24.81184	-1.063463	4.403354
3197	24.81184	-1.814455	4.416587
3198	24.81184	3.011323	3.177285
3199	24.81184	2.348437	3.683177
3200	24.81184	-4.000089	1.546328
3201	24.81184	-2.757919	3.11491
3202	24.81184	3.430422	2.520614
3203	24.81184	-3.457613	2.41401
3204	24.81184	4.2275	0.0606
3205	24.81184	4.133824	0.9402283
3206	24.81184	-4.442351	0.5398984
3207	24.81184	3.896119	-1.693414
3208	24.81184	4.134906	-0.793815
3209	24.81184	-2.596469	-3.890601
3210	24.81184	-2.948127	-3.271018
3211	24.81184	-3.79294	-0.6758099
3212	24.81184	3.438495	-2.566088
3213	24.81184	1.972238	-2.558988
3214	24.81184	0.1587829	-3.286064
3215	24.81184	1.555981	-3.828919
3216	24.81184	-1.782049	-3.906092
3217	24.81184	-0.8247763	-3.687341
3218	24.81184	1.026705	5.299894
3219	24.81184	2.032249	5.014445
3220	24.81184	-2.150263	5.084704
3221	24.81184	3.701825	3.814333
3222	24.81184	-3.706382	3.848077
3223	24.81184	4.407188	3.051119
3224	24.81184	-4.329204	3.034547
3225	24.81184	-4.925611	2.02693
3226	24.81184	5.113642	1.10591
3227	24.81184	-5.623519	0.0978
3228	24.81184	5.174895	-1.006122
3229	24.81184	-5.004379	-0.6992712
3230	24.81184	-4.785584	-1.909957
3231	24.81184	4.34168	-2.989502
3232	24.81184	-4.391302	-2.956496
3233	24.81184	3.818845	-3.820728
3234	24.81184	-3.823663	-3.857279
3235	24.81184	2.944205	-4.444767
3236	24.81184	-3.021988	-4.58326
3237	24.81184	2.009774	-4.845804
3238	24.81184	-0.713078	-4.851916
3239	24.81184	0.1054297	-5.479008
3240	24.81184	0.9959111	-5.123122
3241	24.81184	0.0296	6.439069
3242	24.81184	1.274098	6.349396
3243	24.81184	-1.231538	6.300191
3244	24.81184	-2.489448	5.944213
3245	24.81184	3.600079	5.414227
3246	24.81184	-3.633454	5.455201
3247	24.81184	4.548923	4.601532
3248	24.81184	-4.57182	4.627008
3249	24.81184	5.329268	3.619624
3250	24.81184	-5.346544	3.638066
3251	24.81184	5.883143	2.500014
3252	24.81184	-5.964716	2.532089
3253	24.81184	6.226299	1.301073
3254	24.81184	6.336142	0.0749
3255	24.81184	6.266114	-1.215869
3256	24.81184	-6.289738	-1.201617
3257	24.81184	5.904439	-2.432315
3258	24.81184	5.349306	-3.551129
3259	24.81184	-5.357407	-3.534388
3260	24.81184	4.556728	-4.508914
3261	24.81184	-4.581679	-4.567348
3262	24.81184	3.586239	-5.333927
3263	24.81184	-3.586044	-5.409927
3264	24.81184	2.467373	-5.900146
3265	24.81184	-2.383093	-5.90876
3266	24.81184	-1.200021	-6.221859
3267	24.81184	0.0127	-6.370202
3268	24.81184	2.913019	-6.983734
3269	24.81184	4.228368	-6.280204
3270	24.81184	5.371766	-5.344856
3271	24.81184	6.301721	-4.198253
3272	24.81184	6.980402	-2.879732
3273	24.81184	7.398962	-1.443544
3274	24.81184	7.542745	0.0348
3275	24.81184	7.416735	1.507123
3276	24.81184	7.004617	2.92514
3277	24.81184	6.318977	4.248228
3278	24.81184	5.392231	5.40045
3279	24.81184	4.243185	6.367356
3280	24.81184	2.924569	7.072818
3281	24.81184	1.493065	7.489124
3282	24.81184	0.0178	7.63289
3283	24.81184	-1.476487	7.480976
3284	24.81184	-2.931538	7.064006
3285	24.81184	-4.257049	6.393342
3286	24.81184	-5.401416	5.439168
3287	24.81184	-6.342662	4.283424
3288	24.81184	-7.052323	2.96592
3289	24.81184	-7.519361	1.557727
3290	24.81184	-7.67358	0.0187
3291	24.81184	-7.473217	-1.469132
3292	24.81184	-7.0162	-2.873747
3293	24.81184	-6.329282	-4.182824
3294	24.81184	-5.387463	-5.37364
3295	24.81184	-4.209276	-6.339472
3296	24.81184	-2.86135	-6.998614
3297	24.81184	-1.457944	-7.409882
3298	24.81184	0.0109	-7.564014
3299	24.81184	1.4985	-7.421057
3300	24.81184	-2.076883	0.8195103
3301	24.81184	-1.015284	2.491433
3302	24.81184	0.9954437	-0.4536667
3303	24.81184	-3.750668	-1.631693
3304	24.81184	-2.538306	1.899362
3305	24.81184	-2.215293	3.721961
3306	24.81184	0.3163457	3.286907
3307	24.81184	3.842803	1.749848
3308	24.81184	3.19072	-0.6345806
3309	24.81184	0.5005543	-4.216028
3310	24.81184	-1.952888	-4.908864
3311	24.81184	-3.343855	-2.49313
3312	24.81184	-5.893035	-2.365745
3313	24.81184	-5.344947	0.9988995
3314	24.81184	-3.004361	4.555673
3315	24.81184	-1.091427	5.378105
3316	24.81184	-0.0353	5.404661
3317	24.81184	2.491536	6.019429
3318	24.81184	2.943459	4.503895
3319	24.81184	4.855829	2.120784
3320	24.81184	5.275176	0.0622
3321	24.81184	4.842864	-2.026791
3322	24.81184	2.65484	-3.368046
3323	24.81184	-6.55439	0.049
3324	24.81184	-6.419456	1.343751
3325	24.81184	1.300314	-6.284516
3326	22.86704	0.1351645	0.7461596
3327	22.86704	0.4553095	0.2186211
3328	22.86704	-1.000927	0.3441293
3329	22.86704	-0.5333015	-0.4038176
3330	22.86704	-0.0518	1.333342
3331	22.86704	-0.2033078	-1.146345
3332	22.86704	1.043497	1.597311
3333	22.86704	-0.7162843	1.357072
3334	22.86704	0.4986325	2.027636
3335	22.86704	1.415408	1.034279
3336	22.86704	1.655905	-1.51926
3337	22.86704	2.228017	-1.099981
3338	22.86704	1.837702	0.5641527
3339	22.86704	1.945117	-0.5516125
3340	22.86704	2.285865	0.1176932
3341	22.86704	-1.499771	-0.9156206
3342	22.86704	-1.485762	1.542881
3343	22.86704	-0.9963593	-2.512435
3344	22.86704	-1.229638	-1.655752
3345	22.86704	-0.1093973	-2.117081
3346	22.86704	0.8463776	-1.693266
3347	22.86704	-1.883865	-2.794221
3348	22.86704	-0.2077553	2.240928
3349	22.86704	1.037857	2.867458
3350	22.86704	-2.420886	0.1288083
3351	22.86704	-1.845583	-0.3016002
3352	22.86704	1.810409	2.454544
3353	22.86704	2.729351	1.244931
3354	22.86704	2.361719	1.873753
3355	22.86704	3.160288	-0.00409
3356	22.86704	2.982522	0.670859
3357	22.86704	-2.265763	-2.058818
3358	22.86704	-2.73463	-0.6265928
3359	22.86704	-2.526807	-1.307425
3360	22.86704	2.860553	-1.292258
3361	22.86704	-1.84154	2.560386
3362	22.86704	-0.4501736	3.199076
3363	22.86704	2.552385	-1.957919
3364	22.86704	-1.307515	3.332342
3365	22.86704	-2.904644	1.082359
3366	22.86704	1.064821	-2.724289
3367	22.86704	0.6758451	4.034568
3368	22.86704	-3.372855	0.2492609
3369	22.86704	-0.1844905	4.135048
3370	22.86704	1.522433	3.814736
3371	22.86704	-1.006213	4.166306
3372	22.86704	-1.716776	4.178827
3373	22.86704	2.849213	3.006241
3374	22.86704	2.222013	3.484899
3375	22.86704	-3.78475	1.463084
3376	22.86704	-2.609451	2.947224
3377	22.86704	3.245751	2.384921
3378	22.86704	-3.271477	2.284056
3379	22.86704	3.999919	0.0573
3380	22.86704	3.911286	0.8896126
3381	22.86704	-4.203204	0.5108338
3382	22.86704	3.686378	-1.602252
3383	22.86704	3.91231	-0.7510812
3384	22.86704	-2.456692	-3.681157
3385	22.86704	-2.789419	-3.094928
3386	22.86704	-3.588753	-0.6394287
3387	22.86704	3.253389	-2.427947
3388	22.86704	1.866066	-2.421228
3389	22.86704	0.1502351	-3.109164
3390	22.86704	1.472217	-3.622795
3391	22.86704	-1.686115	-3.695814
3392	22.86704	-0.7803757	-3.488839
3393	22.86704	0.9714337	5.014583
3394	22.86704	1.922846	4.7445
3395	22.86704	-2.034507	4.810977
3396	22.86704	3.502543	3.608995
3397	22.86704	-3.506855	3.640922
3398	22.86704	4.169934	2.886867
3399	22.86704	-4.096148	2.871187
3400	22.86704	-4.660449	1.917813
3401	22.86704	4.838357	1.046375
3402	22.86704	-5.320786	0.0925
3403	22.86704	4.896312	-0.9519594
3404	22.86704	-4.734976	-0.6616271
3405	22.86704	-4.52796	-1.807137
3406	22.86704	4.107953	-2.828567
3407	22.86704	-4.154903	-2.797338
3408	22.86704	3.613264	-3.615045
3409	22.86704	-3.617822	-3.649628
3410	22.86704	2.785709	-4.205491
3411	22.86704	-2.859304	-4.336527
3412	22.86704	1.901581	-4.584938
3413	22.86704	-0.6746906	-4.590721
3414	22.86704	0.0998	-5.184054
3415	22.86704	0.9422978	-4.847327
3416	22.86704	0.028	6.092432
3417	22.86704	1.205509	6.007586
3418	22.86704	-1.16524	5.96103
3419	22.86704	-2.355432	5.624216
3420	22.86704	3.406274	5.122761
3421	22.86704	-3.437853	5.161529
3422	22.86704	4.304039	4.353816
3423	22.86704	-4.325704	4.377921
3424	22.86704	5.042375	3.424767
3425	22.86704	-5.058721	3.442216
3426	22.86704	5.566433	2.36543
3427	22.86704	-5.643615	2.395778
3428	22.86704	5.891116	1.231032
3429	22.86704	5.995046	0.0709
3430	22.86704	5.928788	-1.150414
3431	22.86704	-5.951139	-1.13693
3432	22.86704	5.586583	-2.301375
3433	22.86704	5.061334	-3.35996
3434	22.86704	-5.068999	-3.34412
3435	22.86704	4.311424	-4.266183
3436	22.86704	-4.335032	-4.321473
3437	22.86704	3.393179	-5.046783
3438	22.86704	-3.392995	-5.118692
3439	22.86704	2.334546	-5.58252
3440	22.86704	-2.254803	-5.590671
3441	22.86704	-1.13542	-5.886915
3442	22.86704	0.012	-6.027272
3443	22.86704	2.756202	-6.607776
3444	22.86704	4.000741	-5.942119
3445	22.86704	5.082586	-5.057124
3446	22.86704	5.962478	-3.972247
3447	22.86704	6.604623	-2.724706
3448	22.86704	7.00065	-1.365833
3449	22.86704	7.136693	0.0329
3450	22.86704	7.017467	1.425989
3451	22.86704	6.627534	2.76767
3452	22.86704	5.978805	4.019531
3453	22.86704	5.101949	5.109725
3454	22.86704	4.014759	6.024579
3455	22.86704	2.767129	6.692064
3456	22.86704	1.412688	7.085958
3457	22.86704	0.0168	7.221985
3458	22.86704	-1.397003	7.078249
3459	22.86704	-2.773723	6.683727
3460	22.86704	-4.027877	6.049167
3461	22.86704	-5.110639	5.146359
3462	22.86704	-6.001215	4.052833
3463	22.86704	-6.672672	2.806254
3464	22.86704	-7.114568	1.473869
3465	22.86704	-7.260485	0.0177
3466	22.86704	-7.070908	-1.390043
3467	22.86704	-6.638494	-2.719043
3468	22.86704	-5.988555	-3.957648
3469	22.86704	-5.097438	-5.084359
3470	22.86704	-3.982676	-5.998197
3471	22.86704	-2.707314	-6.621855
3472	22.86704	-1.379458	-7.010983
3473	22.86704	0.0103	-7.156817
3474	22.86704	1.417831	-7.021556
3475	22.86704	-1.965077	0.7753932
3476	22.86704	-0.9606278	2.35731
3477	22.86704	0.9418555	-0.4292443
3478	22.86704	-3.548756	-1.543853
3479	22.86704	-2.40166	1.797113
3480	22.86704	-2.096036	3.521595
3481	22.86704	0.2993157	3.109961
3482	22.86704	3.635932	1.655648
3483	22.86704	3.018953	-0.6004189
3484	22.86704	0.4736077	-3.989064
3485	22.86704	-1.847757	-4.644603
3486	22.86704	-3.163843	-2.358917
3487	22.86704	-5.575793	-2.238389
3488	22.86704	-5.05721	0.9451253
3489	22.86704	-2.842626	4.310425
3490	22.86704	-1.032671	5.088583
3491	22.86704	-0.0334	5.11371
3492	22.86704	2.357408	5.695383
3493	22.86704	2.785002	4.261435
3494	22.86704	4.594423	2.006615
3495	22.86704	4.991195	0.0588
3496	22.86704	4.582156	-1.917682
3497	22.86704	2.511921	-3.186733
3498	22.86704	-6.201545	0.0464
3499	22.86704	-6.073875	1.271413
3500	22.86704	1.230314	-5.946199
3501	20.91223	0.1281032	0.7071781
3502	20.91223	0.4315228	0.2071997
3503	20.91223	-0.9486361	0.326151
3504	20.91223	-0.5054403	-0.382721
3505	20.91223	-0.0491	1.263684
3506	20.91223	-0.1926864	-1.086456
3507	20.91223	0.988982	1.513863
3508	20.91223	-0.6788635	1.286175
3509	20.91223	0.4725825	1.921706
3510	20.91223	1.341463	0.9802455
3511	20.91223	1.569396	-1.43989
3512	20.91223	2.111619	-1.042515
3513	20.91223	1.741695	0.5346797
3514	20.91223	1.843498	-0.5227947
3515	20.91223	2.166445	0.1115446
3516	20.91223	-1.421418	-0.8677859
3517	20.91223	-1.408142	1.462277
3518	20.91223	-0.9443066	-2.381179
3519	20.91223	-1.165398	-1.569251
3520	20.91223	-0.1036821	-2.006479
3521	20.91223	0.8021604	-1.604805
3522	20.91223	-1.785446	-2.648243
3523	20.91223	-0.1969016	2.123855
3524	20.91223	0.983636	2.717654
3525	20.91223	-2.294412	0.122079
3526	20.91223	-1.749164	-0.2858437
3527	20.91223	1.715829	2.326312
3528	20.91223	2.586762	1.179892
3529	20.91223	2.238336	1.775863
3530	20.91223	2.995186	-0.00388
3531	20.91223	2.826707	0.6358114
3532	20.91223	-2.147393	-1.95126
3533	20.91223	-2.591765	-0.5938578
3534	20.91223	-2.394799	-1.239121
3535	20.91223	2.711109	-1.224746
3536	20.91223	-1.745333	2.426624
3537	20.91223	-0.4266553	3.031947
3538	20.91223	2.419041	-1.855631
3539	20.91223	-1.239207	3.158251
3540	20.91223	-2.752898	1.025813
3541	20.91223	1.009192	-2.581964
3542	20.91223	0.640537	3.823791
3543	20.91223	-3.196647	0.2362389
3544	20.91223	-0.1748522	3.919021
3545	20.91223	1.442897	3.615443
3546	20.91223	-0.9536457	3.948646
3547	20.91223	-1.627087	3.960513
3548	20.91223	2.700362	2.849186
3549	20.91223	2.105929	3.302837
3550	20.91223	-3.587024	1.386648
3551	20.91223	-2.473126	2.793252
3552	20.91223	3.076183	2.260325
3553	20.91223	-3.100566	2.16473
3554	20.91223	3.790952	0.0543
3555	20.91223	3.706949	0.8431367
3556	20.91223	-3.983617	0.4841464
3557	20.91223	3.493791	-1.518546
3558	20.91223	3.70792	-0.7118426
3559	20.91223	-2.328347	-3.488843
3560	20.91223	-2.643692	-2.93324
3561	20.91223	-3.401266	-0.6060231
3562	20.91223	3.083423	-2.301104
3563	20.91223	1.768577	-2.294737
3564	20.91223	0.1423864	-2.946732
3565	20.91223	1.395304	-3.43353
3566	20.91223	-1.598028	-3.502734
3567	20.91223	-0.7396067	-3.306572
3568	20.91223	0.9206833	4.752606
3569	20.91223	1.822391	4.496634
3570	20.91223	-1.928219	4.559638
3571	20.91223	3.31956	3.42045
3572	20.91223	-3.323647	3.45071
3573	20.91223	3.952085	2.736048
3574	20.91223	-3.882154	2.721188
3575	20.91223	-4.416974	1.817621
3576	20.91223	4.585588	0.9917094
3577	20.91223	-5.042812	0.0877
3578	20.91223	4.640515	-0.9022263
3579	20.91223	-4.487607	-0.6270618
3580	20.91223	-4.291406	-1.712727
3581	20.91223	3.893341	-2.680794
3582	20.91223	-3.937839	-2.651197
3583	20.91223	3.424496	-3.426185
3584	20.91223	-3.428817	-3.458961
3585	20.91223	2.640175	-3.985784
3586	20.91223	-2.709926	-4.109974
3587	20.91223	1.802237	-4.345407
3588	20.91223	-0.6394428	-4.350888
3589	20.91223	0.0945	-4.913224
3590	20.91223	0.8930694	-4.594089
3591	20.91223	0.0266	5.774146
3592	20.91223	1.14253	5.693733
3593	20.91223	-1.104365	5.649609
3594	20.91223	-2.232378	5.33039
3595	20.91223	3.228321	4.855133
3596	20.91223	-3.258249	4.891876
3597	20.91223	4.079183	4.126359
3598	20.91223	-4.099717	4.149206
3599	20.91223	4.778947	3.245847
3600	20.91223	-4.794439	3.262385
3601	20.91223	5.275627	2.241853
3602	20.91223	-5.348776	2.270616
3603	20.91223	5.583347	1.166719
3604	20.91223	5.681848	0.0672
3605	20.91223	5.619051	-1.090313
3606	20.91223	-5.640235	-1.077533
3607	20.91223	5.294724	-2.181145
3608	20.91223	4.796916	-3.184426
3609	20.91223	-4.80418	-3.169414
3610	20.91223	4.086183	-4.043305
3611	20.91223	-4.108558	-4.095706
3612	20.91223	3.21591	-4.783125
3613	20.91223	-3.215735	-4.851277
3614	20.91223	2.212583	-5.290874
3615	20.91223	-2.137006	-5.298599
3616	20.91223	-1.076102	-5.579366
3617	20.91223	0.0114	-5.71239
3618	20.91223	2.61221	-6.262567
3619	20.91223	3.79173	-5.631686
3620	20.91223	4.817057	-4.792925
3621	20.91223	5.65098	-3.764725
3622	20.91223	6.259578	-2.58236
3623	20.91223	6.634916	-1.294478
3624	20.91223	6.763852	0.0312
3625	20.91223	6.650855	1.351491
3626	20.91223	6.281293	2.623079
3627	20.91223	5.666455	3.80954
3628	20.91223	4.835409	4.842778
3629	20.91223	3.805017	5.709838
3630	20.91223	2.622567	6.342452
3631	20.91223	1.338885	6.715768
3632	20.91223	0.0159	6.844688
3633	20.91223	-1.324019	6.708462
3634	20.91223	-2.628816	6.33455
3635	20.91223	-3.817449	5.733141
3636	20.91223	-4.843645	4.877499
3637	20.91223	-5.687694	3.841101
3638	20.91223	-6.324073	2.659648
3639	20.91223	-6.742883	1.39687
3640	20.91223	-6.881176	0.0167
3641	20.91223	-6.701503	-1.317424
3642	20.91223	-6.29168	-2.576993
3643	20.91223	-5.675696	-3.750889
3644	20.91223	-4.831133	-4.818737
3645	20.91223	-3.774609	-5.684834
3646	20.91223	-2.565876	-6.27591
3647	20.91223	-1.307391	-6.644709
3648	20.91223	0.00978	-6.782925
3649	20.91223	1.343759	-6.65473
3650	20.91223	-1.862416	0.7348845
3651	20.91223	-0.9104418	2.234158
3652	20.91223	0.8926503	-0.4068193
3653	20.91223	-3.363359	-1.463198
3654	20.91223	-2.27619	1.703227
3655	20.91223	-1.986533	3.337617
3656	20.91223	0.2836786	2.947488
3657	20.91223	3.44598	1.569152
3658	20.91223	2.861234	-0.5690513
3659	20.91223	0.4488651	-3.780664
3660	20.91223	-1.751225	-4.401956
3661	20.91223	-2.998555	-2.23568
3662	20.91223	-5.284497	-2.121449
3663	20.91223	-4.793007	0.8957493
3664	20.91223	-2.694119	4.085236
3665	20.91223	-0.9787217	4.822741
3666	20.91223	-0.0316	4.846555
3667	20.91223	2.234251	5.39784
3668	20.91223	2.639506	4.038805
3669	20.91223	4.354397	1.901783
3670	20.91223	4.730441	0.0558
3671	20.91223	4.342771	-1.817497
3672	20.91223	2.380691	-3.020248
3673	20.91223	-5.877559	0.044
3674	20.91223	-5.756558	1.20499
3675	20.91223	1.166039	-5.635552
3676	18.94828	0.1216739	0.6716859
3677	18.94828	0.4098653	0.1968006
3678	18.94828	-0.9010255	0.3097819
3679	18.94828	-0.480073	-0.3635128
3680	18.94828	-0.0466	1.200262
3681	18.94828	-0.1830158	-1.031929
3682	18.94828	0.9393464	1.437884
3683	18.94828	-0.6447924	1.221624
3684	18.94828	0.4488643	1.825259
3685	18.94828	1.274137	0.9310485
3686	18.94828	1.49063	-1.367624
3687	18.94828	2.00564	-0.9901925
3688	18.94828	1.654282	0.5078449
3689	18.94828	1.750976	-0.4965564
3690	18.94828	2.057714	0.1059463
3691	18.94828	-1.350079	-0.8242331
3692	18.94828	-1.337469	1.388887
3693	18.94828	-0.8969133	-2.261671
3694	18.94828	-1.106908	-1.490493
3695	18.94828	-0.0985	-1.905777
3696	18.94828	0.7619011	-1.524262
3697	18.94828	-1.695837	-2.515332
3698	18.94828	-0.1870194	2.017262
3699	18.94828	0.9342687	2.581259
3700	18.94828	-2.179259	0.115952
3701	18.94828	-1.661376	-0.2714977
3702	18.94828	1.629714	2.209558
3703	18.94828	2.456936	1.120675
3704	18.94828	2.125997	1.686735
3705	18.94828	2.844862	-0.00368
3706	18.94828	2.684839	0.603901
3707	18.94828	-2.039618	-1.853329
3708	18.94828	-2.461688	-0.564053
3709	18.94828	-2.274608	-1.176931
3710	18.94828	2.575043	-1.163278
3711	18.94828	-1.657737	2.304835
3712	18.94828	-0.4052421	2.879778
3713	18.94828	2.297633	-1.7625
3714	18.94828	-1.177013	2.999743
3715	18.94828	-2.614734	0.9743291
3716	18.94828	0.9585418	-2.45238
3717	18.94828	0.6083894	3.631881
3718	18.94828	-3.036212	0.2243824
3719	18.94828	-0.1660767	3.722332
3720	18.94828	1.37048	3.43399
3721	18.94828	-0.9057837	3.75047
3722	18.94828	-1.545426	3.761741
3723	18.94828	2.564835	2.70619
3724	18.94828	2.000235	3.137073
3725	18.94828	-3.406997	1.317055
3726	18.94828	-2.349003	2.653063
3727	18.94828	2.921794	2.146883
3728	18.94828	-2.944953	2.056086
3729	18.94828	3.60069	0.0516
3730	18.94828	3.520903	0.8008209
3731	18.94828	-3.783685	0.4598478
3732	18.94828	3.318443	-1.442332
3733	18.94828	3.521825	-0.6761163
3734	18.94828	-2.211491	-3.313743
3735	18.94828	-2.511009	-2.786025
3736	18.94828	-3.230562	-0.5756077
3737	18.94828	2.92867	-2.185615
3738	18.94828	1.679815	-2.179567
3739	18.94828	0.1352402	-2.79884
3740	18.94828	1.325276	-3.261206
3741	18.94828	-1.517825	-3.326937
3742	18.94828	-0.7024869	-3.14062
3743	18.94828	0.8744755	4.514081
3744	18.94828	1.730928	4.270955
3745	18.94828	-1.831444	4.330796
3746	18.94828	3.152956	3.248783
3747	18.94828	-3.156838	3.277524
3748	18.94828	3.753736	2.59873
3749	18.94828	-3.687314	2.584616
3750	18.94828	-4.195292	1.726398
3751	18.94828	4.355444	0.941937
3752	18.94828	-4.789721	0.0833
3753	18.94828	4.407614	-0.8569449
3754	18.94828	-4.262381	-0.5955905
3755	18.94828	-4.076027	-1.626768
3756	18.94828	3.69794	-2.546249
3757	18.94828	-3.740205	-2.518137
3758	18.94828	3.252626	-3.25423
3759	18.94828	-3.25673	-3.285361
3760	18.94828	2.507669	-3.785743
3761	18.94828	-2.573919	-3.903701
3762	18.94828	1.711786	-4.127318
3763	18.94828	-0.6073502	-4.132524
3764	18.94828	0.0898	-4.666637
3765	18.94828	0.8482476	-4.363518
3766	18.94828	0.0252	5.48435
3767	18.94828	1.085188	5.407973
3768	18.94828	-1.048939	5.366064
3769	18.94828	-2.120338	5.062866
3770	18.94828	3.066296	4.611461
3771	18.94828	-3.094723	4.64636
3772	18.94828	3.874455	3.919264
3773	18.94828	-3.893958	3.940963
3774	18.94828	4.539099	3.082943
3775	18.94828	-4.553813	3.098651
3776	18.94828	5.010851	2.129338
3777	18.94828	-5.080329	2.156657
3778	18.94828	5.303127	1.108163
3779	18.94828	5.396684	0.0638
3780	18.94828	5.337039	-1.035592
3781	18.94828	-5.35716	-1.023453
3782	18.94828	5.02899	-2.071676
3783	18.94828	4.556166	-3.024605
3784	18.94828	-4.563066	-3.010345
3785	18.94828	3.881104	-3.840378
3786	18.94828	-3.902355	-3.890149
3787	18.94828	3.054508	-4.543067
3788	18.94828	-3.054342	-4.607799
3789	18.94828	2.101537	-5.025333
3790	18.94828	-2.029753	-5.03267
3791	18.94828	-1.022094	-5.299345
3792	18.94828	0.0108	-5.425694
3793	18.94828	2.481107	-5.948257
3794	18.94828	3.601429	-5.34904
3795	18.94828	4.575296	-4.552376
3796	18.94828	5.367366	-3.575779
3797	18.94828	5.94542	-2.452755
3798	18.94828	6.30192	-1.22951
3799	18.94828	6.424384	0.0296
3800	18.94828	6.317058	1.283662
3801	18.94828	5.966044	2.491431
3802	18.94828	5.382064	3.618345
3803	18.94828	4.592727	4.599727
3804	18.94828	3.614049	5.42327
3805	18.94828	2.490944	6.024134
3806	18.94828	1.271688	6.378714
3807	18.94828	0.0151	6.501163
3808	18.94828	-1.257569	6.371774
3809	18.94828	-2.496879	6.016628
3810	18.94828	-3.625857	5.445403
3811	18.94828	-4.600549	4.632704
3812	18.94828	-5.402237	3.648322
3813	18.94828	-6.006677	2.526164
3814	18.94828	-6.404468	1.326763
3815	18.94828	-6.535821	0.0159
3816	18.94828	-6.365165	-1.251304
3817	18.94828	-5.97591	-2.447657
3818	18.94828	-5.390841	-3.562638
3819	18.94828	-4.588665	-4.576892
3820	18.94828	-3.585167	-5.39952
3821	18.94828	-2.437099	-5.960932
3822	18.94828	-1.241775	-6.311221
3823	18.94828	0.00929	-6.4425
3824	18.94828	1.276318	-6.320739
3825	18.94828	-1.768944	0.6980017
3826	18.94828	-0.8647481	2.122029
3827	18.94828	0.8478495	-0.3864017
3828	18.94828	-3.194557	-1.389762
3829	18.94828	-2.161952	1.617744
3830	18.94828	-1.886832	3.170107
3831	18.94828	0.2694412	2.799558
3832	18.94828	3.273032	1.490399
3833	18.94828	2.717633	-0.5404915
3834	18.94828	0.4263373	-3.590919
3835	18.94828	-1.663334	-4.181028
3836	18.94828	-2.848062	-2.123474
3837	18.94828	-5.019276	-2.014977
3838	18.94828	-4.552453	0.8507929
3839	18.94828	-2.558905	3.880204
3840	18.94828	-0.9296011	4.580695
3841	18.94828	-0.03	4.603314
3842	18.94828	2.122117	5.12693
3843	18.94828	2.507033	3.836104
3844	18.94828	4.135856	1.806336
3845	18.94828	4.493027	0.053
3846	18.94828	4.124814	-1.726279
3847	18.94828	2.261208	-2.868667
3848	18.94828	-5.582573	0.0418
3849	18.94828	-5.467646	1.144514
3850	18.94828	1.107517	-5.352713
3851	16.97603	0.1158794	0.6396985
3852	16.97603	0.3903465	0.1874285
3853	16.97603	-0.8581164	0.2950293
3854	16.97603	-0.4572107	-0.3462014
3855	16.97603	-0.0444	1.143102
3856	16.97603	-0.1743001	-0.9827858
3857	16.97603	0.8946124	1.369409
3858	16.97603	-0.6140858	1.163447
3859	16.97603	0.4274882	1.738335
3860	16.97603	1.213459	0.8867096
3861	16.97603	1.419643	-1.302494
3862	16.97603	1.910127	-0.943037
3863	16.97603	1.575501	0.4836601
3864	16.97603	1.66759	-0.4729091
3865	16.97603	1.95972	0.1009009
3866	16.97603	-1.285785	-0.784981
3867	16.97603	-1.273775	1.322745
3868	16.97603	-0.8542001	-2.153965
3869	16.97603	-1.054195	-1.419512
3870	16.97603	-0.0938	-1.815019
3871	16.97603	0.7256175	-1.451673
3872	16.97603	-1.615077	-2.395545
3873	16.97603	-0.178113	1.921195
3874	16.97603	0.8897765	2.458333
3875	16.97603	-2.075477	0.1104301
3876	16.97603	-1.582258	-0.2585683
3877	16.97603	1.552103	2.104333
3878	16.97603	2.339931	1.067305
3879	16.97603	2.024752	1.606408
3880	16.97603	2.709383	-0.00351
3881	16.97603	2.55698	0.5751417
3882	16.97603	-1.942487	-1.765069
3883	16.97603	-2.344456	-0.5371913
3884	16.97603	-2.166285	-1.120883
3885	16.97603	2.452413	-1.10788
3886	16.97603	-1.578792	2.195073
3887	16.97603	-0.3859434	2.742636
3888	16.97603	2.188214	-1.678565
3889	16.97603	-1.120961	2.856888
3890	16.97603	-2.490213	0.927929
3891	16.97603	0.9128936	-2.335591
3892	16.97603	0.5794164	3.458921
3893	16.97603	-2.89162	0.2136967
3894	16.97603	-0.1581677	3.545065
3895	16.97603	1.305214	3.270454
3896	16.97603	-0.862648	3.571863
3897	16.97603	-1.471829	3.582597
3898	16.97603	2.442691	2.577314
3899	16.97603	1.904979	2.987678
3900	16.97603	-3.244747	1.254333
3901	16.97603	-2.237138	2.526718
3902	16.97603	2.782651	2.044643
3903	16.97603	-2.804707	1.95817
3904	16.97603	3.429216	0.0492
3905	16.97603	3.353229	0.7626838
3906	16.97603	-3.603496	0.4379487
3907	16.97603	3.16041	-1.373645
3908	16.97603	3.354107	-0.6439179
3909	16.97603	-2.106174	-3.155934
3910	16.97603	-2.391428	-2.653347
3911	16.97603	-3.076714	-0.5481958
3912	16.97603	2.7892	-2.081531
