Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)
4972	5.017059	-2.453574	2.547374
4973	5.017059	2.917497	2.019799
4974	5.017059	-2.865873	2.008828
4975	5.017059	-3.260687	1.341799
4976	5.017059	3.38516	0.732097
4977	5.017059	-3.722692	0.0648
4978	5.017059	3.425709	-0.6660391
4979	5.017059	-3.312829	-0.4629079
4980	5.017059	-3.16799	-1.264365
4981	5.017059	2.874132	-1.979009
4982	5.017059	-2.906981	-1.95716
4983	5.017059	2.528023	-2.529269
4984	5.017059	-2.531212	-2.553465
4985	5.017059	1.949023	-2.942374
4986	5.017059	-2.000514	-3.034054
4987	5.017059	1.330443	-3.207855
4988	5.017059	-0.4720478	-3.211901
4989	5.017059	0.0698	-3.627027
4990	5.017059	0.6592793	-3.391436
4991	5.017059	0.0196	4.262574
4992	5.017059	0.8434353	4.203212
4993	5.017059	-0.8152614	4.170639
4994	5.017059	-1.64798	3.934987
4995	5.017059	2.383202	3.584143
4996	5.017059	-2.405296	3.611268
4997	5.017059	3.011324	3.04615
4998	5.017059	-3.026482	3.063016
4999	5.017059	3.527901	2.396141
5000	5.017059	-3.539338	2.408349
5001	5.017059	3.894559	1.654975
5002	5.017059	-3.948559	1.676208
5003	5.017059	4.121724	0.8612924
5004	5.017059	4.194438	0.0496
5005	5.017059	4.148081	-0.8048882
5006	5.017059	-4.163719	-0.7954537
5007	5.017059	3.908657	-1.610159
5008	5.017059	3.541166	-2.350799
5009	5.017059	-3.546529	-2.339716
5010	5.017059	3.016491	-2.984838
5011	5.017059	-3.033008	-3.023521
5012	5.017059	2.37404	-3.530986
5013	5.017059	-2.373911	-3.581297
5014	5.017059	1.633367	-3.905815
5015	5.017059	-1.577575	-3.911517
5016	5.017059	-0.7943974	-4.118784
5017	5.017059	0.00839	-4.216985
5018	5.017059	1.928378	-4.623135
5019	5.017059	2.799121	-4.157408
5020	5.017059	3.556035	-3.538221
5021	5.017059	4.171652	-2.779186
5022	5.017059	4.620929	-1.906343
5023	5.017059	4.89801	-0.9556059
5024	5.017059	4.993193	0.023
5025	5.017059	4.909776	0.9976943
5026	5.017059	4.63696	1.936402
5027	5.017059	4.183075	2.812268
5028	5.017059	3.569583	3.575023
5029	5.017059	2.808929	4.215101
5030	5.017059	1.936024	4.682108
5031	5.017059	0.988388	4.957696
5032	5.017059	0.0118	5.052867
5033	5.017059	-0.9774141	4.952302
5034	5.017059	-1.940637	4.676274
5035	5.017059	-2.818107	4.232304
5036	5.017059	-3.575662	3.600654
5037	5.017059	-4.198754	2.835567
5038	5.017059	-4.66854	1.963398
5039	5.017059	-4.977713	1.031194
5040	5.017059	-5.079804	0.0124
5041	5.017059	-4.947166	-0.972545
5042	5.017059	-4.644627	-1.902381
5043	5.017059	-4.189898	-2.768972
5044	5.017059	-3.566426	-3.557275
5045	5.017059	-2.786482	-4.196643
5046	5.017059	-1.894174	-4.632986
5047	5.017059	-0.9651387	-4.905239
5048	5.017059	0.00722	-5.007273
5049	5.017059	0.9919863	-4.912637
5050	5.017059	-1.374868	0.5425045
5051	5.017059	-0.6721039	1.649294
5052	5.017059	0.6589699	-0.3003211
5053	5.017059	-2.48289	-1.080158
5054	5.017059	-1.680323	1.257352
5055	5.017059	-1.466493	2.463886
5056	5.017059	0.2094165	2.175887
5057	5.017059	2.543882	1.158375
5058	5.017059	2.112213	-0.4200835
5059	5.017059	0.33136	-2.790952
5060	5.017059	-1.292785	-3.2496
5061	5.017059	-2.213585	-1.650418
5062	5.017059	-3.901108	-1.56609
5063	5.017059	-3.538281	0.6612576
5064	5.017059	-1.988845	3.015792
5065	5.017059	-0.7225093	3.560231
5066	5.017059	-0.0233	3.577811
5067	5.017059	1.649362	3.984779
5068	5.017059	1.948529	2.981516
5069	5.017059	3.214491	1.40393
5070	5.017059	3.492093	0.0412
5071	5.017059	3.205909	-1.341708
5072	5.017059	1.757468	-2.2296
5073	5.017059	-4.338916	0.0325
5074	5.017059	-4.249591	0.8895448
5075	5.017059	0.8607901	-4.160263
5076	3.011114	0.0933	0.5149027
5077	3.011114	0.3141957	0.150864
5078	3.011114	-0.6907105	0.2374735
5079	3.011114	-0.3680157	-0.2786626
5080	3.011114	-0.0357	0.9200997
5081	3.011114	-0.1402967	-0.7910588
5082	3.011114	0.7200867	1.102257
5083	3.011114	-0.4942867	0.9364754
5084	3.011114	0.3440916	1.399212
5085	3.011114	0.9767311	0.7137256
5086	3.011114	1.142691	-1.048397
5087	3.011114	1.537489	-0.7590644
5088	3.011114	1.268144	0.3893051
5089	3.011114	1.342268	-0.3806515
5090	3.011114	1.577408	0.0812
5091	3.011114	-1.034947	-0.6318428
5092	3.011114	-1.025281	1.064697
5093	3.011114	-0.6875582	-1.733758
5094	3.011114	-0.8485367	-1.142586
5095	3.011114	-0.0755	-1.460936
5096	3.011114	0.5840602	-1.168473
5097	3.011114	-1.3	-1.92821
5098	3.011114	-0.1433658	1.546398
5099	3.011114	0.7161942	1.978748
5100	3.011114	-1.670582	0.0889
5101	3.011114	-1.273582	-0.2081254
5102	3.011114	1.24931	1.693809
5103	3.011114	1.883445	0.8590899
5104	3.011114	1.629752	1.293022
5105	3.011114	2.180822	-0.00282
5106	3.011114	2.058151	0.46294
5107	3.011114	-1.563536	-1.42073
5108	3.011114	-1.887087	-0.4323933
5109	3.011114	-1.743675	-0.9022152
5110	3.011114	1.973983	-0.8917489
5111	3.011114	-1.270793	1.766847
5112	3.011114	-0.3106516	2.207588
5113	3.011114	1.761326	-1.351102
5114	3.011114	-0.9022778	2.299551
5115	3.011114	-2.00441	0.7469038
5116	3.011114	0.7348015	-1.879952
5117	3.011114	0.4663808	2.784137
5118	3.011114	-2.327508	0.1720076
5119	3.011114	-0.1273115	2.853475
5120	3.011114	1.050586	2.632437
5121	3.011114	-0.6943581	2.875045
5122	3.011114	-1.184697	2.883685
5123	3.011114	1.966158	2.074518
5124	3.011114	1.533346	2.404826
5125	3.011114	-2.611745	1.009631
5126	3.011114	-1.800705	2.033792
5127	3.011114	2.239797	1.645763
5128	3.011114	-2.25755	1.57616
5129	3.011114	2.760226	0.0396
5130	3.011114	2.699064	0.6138954
5131	3.011114	-2.900507	0.3525114
5132	3.011114	2.543861	-1.105667
5133	3.011114	2.69977	-0.518299
5134	3.011114	-1.695291	-2.540258
5135	3.011114	-1.924896	-2.135719
5136	3.011114	-2.476493	-0.4412509
5137	3.011114	2.245068	-1.675455
5138	3.011114	1.287717	-1.670818
5139	3.011114	0.1036728	-2.145542
5140	3.011114	1.015934	-2.499984
5141	3.011114	-1.163538	-2.550372
5142	3.011114	-0.5385143	-2.407545
5143	3.011114	0.6703578	3.460416
5144	3.011114	1.326899	3.27404
5145	3.011114	-1.403953	3.319913
5146	3.011114	2.417002	2.490461
5147	3.011114	-2.419977	2.512493
5148	3.011114	2.877549	1.992142
5149	3.011114	-2.826631	1.981322
5150	3.011114	-3.216038	1.323426
5151	3.011114	3.338808	0.7220725
5152	3.011114	-3.671717	0.0639
5153	3.011114	3.378801	-0.6569191
5154	3.011114	-3.267467	-0.4565693
5155	3.011114	-3.124612	-1.247052
5156	3.011114	2.834777	-1.951911
5157	3.011114	-2.867176	-1.930361
5158	3.011114	2.493407	-2.494636
5159	3.011114	-2.496553	-2.518501
5160	3.011114	1.922335	-2.902085
5161	3.011114	-1.973121	-2.992509
5162	3.011114	1.312225	-3.163931
5163	3.011114	-0.4655841	-3.167921
5164	3.011114	0.0688	-3.577363
5165	3.011114	0.6502519	-3.344997
5166	3.011114	0.0193	4.204207
5167	3.011114	0.8318863	4.145658
5168	3.011114	-0.8040981	4.113531
5169	3.011114	-1.625414	3.881105
5170	3.011114	2.350569	3.535066
5171	3.011114	-2.372361	3.561819
5172	3.011114	2.97009	3.00444
5173	3.011114	-2.985041	3.021074
5174	3.011114	3.479594	2.363331
5175	3.011114	-3.490874	2.375372
5176	3.011114	3.841232	1.632313
5177	3.011114	-3.894492	1.653256
5178	3.011114	4.065285	0.8494989
5179	3.011114	4.137004	0.0489
5180	3.011114	4.091282	-0.7938671
5181	3.011114	-4.106706	-0.7845616
5182	3.011114	3.855136	-1.588111
5183	3.011114	3.492677	-2.318609
5184	3.011114	-3.497967	-2.307679
5185	3.011114	2.975187	-2.943967
5186	3.011114	-2.991478	-2.982121
5187	3.011114	2.341533	-3.482636
5188	3.011114	-2.341406	-3.532259
5189	3.011114	1.611001	-3.852333
5190	3.011114	-1.555973	-3.857958
5191	3.011114	-0.7835197	-4.062387
5192	3.011114	0.00827	-4.159243
5193	3.011114	1.901973	-4.559831
5194	3.011114	2.760793	-4.100481
5195	3.011114	3.507343	-3.489772
5196	3.011114	4.11453	-2.741131
5197	3.011114	4.557656	-1.880239
5198	3.011114	4.830943	-0.942521
5199	3.011114	4.924821	0.0227
5200	3.011114	4.842547	0.984033
5201	3.011114	4.573466	1.909888
5202	3.011114	4.125797	2.77376
5203	3.011114	3.520705	3.526071
5204	3.011114	2.770467	4.157384
5205	3.011114	1.909514	4.617996
5206	3.011114	0.9748542	4.889811
5207	3.011114	0.0116	4.983679
5208	3.011114	-0.9640305	4.884491
5209	3.011114	-1.914065	4.612243
5210	3.011114	-2.779519	4.174352
5211	3.011114	-3.526701	3.551351
5212	3.011114	-4.141262	2.79674
5213	3.011114	-4.604615	1.936513
5214	3.011114	-4.909554	1.017074
5215	3.011114	-5.010247	0.0122
5216	3.011114	-4.879425	-0.959228
5217	3.011114	-4.581029	-1.876332
5218	3.011114	-4.132525	-2.731056
5219	3.011114	-3.517591	-3.508566
5220	3.011114	-2.748327	-4.139179
5221	3.011114	-1.868237	-4.569547
5222	3.011114	-0.9519232	-4.838072
5223	3.011114	0.00712	-4.938709
5224	3.011114	0.9784032	-4.845369
5225	3.011114	-1.356042	0.535076
5226	3.011114	-0.6629009	1.62671
5227	3.011114	0.6499467	-0.2962089
5228	3.011114	-2.448892	-1.065367
5229	3.011114	-1.657315	1.240135
5230	3.011114	-1.446413	2.430149
5231	3.011114	0.206549	2.146093
5232	3.011114	2.509049	1.142514
5233	3.011114	2.08329	-0.4143314
5234	3.011114	0.3268228	-2.752736
5235	3.011114	-1.275083	-3.205104
5236	3.011114	-2.183275	-1.627819
5237	3.011114	-3.84769	-1.544646
5238	3.011114	-3.489831	0.6522031
5239	3.011114	-1.961612	2.974497
5240	3.011114	-0.7126161	3.511482
5241	3.011114	-0.023	3.528821
5242	3.011114	1.626778	3.930216
5243	3.011114	1.921848	2.940691
5244	3.011114	3.170476	1.384706
5245	3.011114	3.444277	0.0406
5246	3.011114	3.162011	-1.323336
5247	3.011114	1.733403	-2.19907
5248	3.011114	-4.279504	0.032
5249	3.011114	-4.191402	0.8773644
5250	3.011114	0.8490035	-4.103297
5251	1.003851	0.0926	0.5113277
5252	1.003851	0.3120142	0.1498165
5253	1.003851	-0.6859149	0.2358247
5254	1.003851	-0.3654605	-0.2767279
5255	1.003851	-0.0355	0.9137115
5256	1.003851	-0.1393227	-0.7855664
5257	1.003851	0.7150871	1.094604
5258	1.003851	-0.4908549	0.9299735
5259	1.003851	0.3417026	1.389497
5260	1.003851	0.9699496	0.7087702
5261	1.003851	1.134758	-1.041118
5262	1.003851	1.526814	-0.7537942
5263	1.003851	1.259339	0.3866022
5264	1.003851	1.332949	-0.3780087
5265	1.003851	1.566456	0.0807
5266	1.003851	-1.027762	-0.6274559
5267	1.003851	-1.018162	1.057305
5268	1.003851	-0.6827845	-1.72172
5269	1.003851	-0.8426453	-1.134653
5270	1.003851	-0.075	-1.450792
5271	1.003851	0.5800051	-1.16036
5272	1.003851	-1.290974	-1.914822
5273	1.003851	-0.1423704	1.535662
5274	1.003851	0.7112217	1.96501
5275	1.003851	-1.658983	0.0883
5276	1.003851	-1.26474	-0.2066804
5277	1.003851	1.240636	1.682049
5278	1.003851	1.870368	0.8531253
5279	1.003851	1.618437	1.284044
5280	1.003851	2.16568	-0.0028
5281	1.003851	2.043861	0.4597259
5282	1.003851	-1.55268	-1.410866
5283	1.003851	-1.873985	-0.4293911
5284	1.003851	-1.731569	-0.8959511
5285	1.003851	1.960278	-0.8855575
5286	1.003851	-1.26197	1.75458
5287	1.003851	-0.3084947	2.192261
5288	1.003851	1.749097	-1.341721
5289	1.003851	-0.8960133	2.283586
5290	1.003851	-1.990493	0.741718
5291	1.003851	0.7296998	-1.866899
5292	1.003851	0.4631427	2.764807
5293	1.003851	-2.311348	0.1708134
5294	1.003851	-0.1264276	2.833663
5295	1.003851	1.043292	2.61416
5296	1.003851	-0.6895371	2.855083
5297	1.003851	-1.176472	2.863664
5298	1.003851	1.952507	2.060115
5299	1.003851	1.5227	2.388129
5300	1.003851	-2.593611	1.002621
5301	1.003851	-1.788203	2.019672
5302	1.003851	2.224246	1.634337
5303	1.003851	-2.241876	1.565216
5304	1.003851	2.741062	0.0393
5305	1.003851	2.680324	0.6096331
5306	1.003851	-2.880369	0.3500639
5307	1.003851	2.526199	-1.09799
5308	1.003851	2.681026	-0.5147005
5309	1.003851	-1.68352	-2.522621
5310	1.003851	-1.911531	-2.12089
5311	1.003851	-2.459298	-0.4381873
5312	1.003851	2.22948	-1.663822
5313	1.003851	1.278777	-1.659218
5314	1.003851	0.102953	-2.130646
5315	1.003851	1.00888	-2.482627
5316	1.003851	-1.15546	-2.532665
5317	1.003851	-0.5347754	-2.39083
5318	1.003851	0.6657035	3.43639
5319	1.003851	1.317687	3.251308
5320	1.003851	-1.394206	3.296863
5321	1.003851	2.400221	2.47317
5322	1.003851	-2.403175	2.495049
5323	1.003851	2.85757	1.97831
5324	1.003851	-2.807006	1.967565
5325	1.003851	-3.19371	1.314238
5326	1.003851	3.315627	0.7170592
5327	1.003851	-3.646225	0.0634
5328	1.003851	3.355342	-0.6523582
5329	1.003851	-3.244781	-0.4533994
5330	1.003851	-3.102918	-1.238394
5331	1.003851	2.815095	-1.938359
5332	1.003851	-2.847269	-1.916958
5333	1.003851	2.476095	-2.477316
5334	1.003851	-2.479219	-2.501015
5335	1.003851	1.908989	-2.881936
5336	1.003851	-1.959422	-2.971732
5337	1.003851	1.303114	-3.141963
5338	1.003851	-0.4623516	-3.145926
5339	1.003851	0.0684	-3.552525
5340	1.003851	0.6457372	-3.321773
5341	1.003851	0.0192	4.175018
5342	1.003851	0.8261105	4.116875
5343	1.003851	-0.7985153	4.084971
5344	1.003851	-1.614129	3.854159
5345	1.003851	2.334249	3.510522
5346	1.003851	-2.35589	3.537089
5347	1.003851	2.949469	2.98358
5348	1.003851	-2.964316	3.000099
5349	1.003851	3.455436	2.346922
5350	1.003851	-3.466637	2.35888
5351	1.003851	3.814562	1.62098
5352	1.003851	-3.867453	1.641778
5353	1.003851	4.03706	0.8436008
5354	1.003851	4.108281	0.0486
5355	1.003851	4.062876	-0.7883552
5356	1.003851	-4.078193	-0.7791144
5357	1.003851	3.82837	-1.577085
5358	1.003851	3.468428	-2.302511
5359	1.003851	-3.47368	-2.291656
5360	1.003851	2.95453	-2.923527
5361	1.003851	-2.970708	-2.961416
5362	1.003851	2.325276	-3.458457
5363	1.003851	-2.325149	-3.507734
5364	1.003851	1.599816	-3.825586
5365	1.003851	-1.54517	-3.831172
5366	1.003851	-0.7780798	-4.034181
5367	1.003851	0.00822	-4.130365
5368	1.003851	1.888768	-4.528172
5369	1.003851	2.741625	-4.072011
5370	1.003851	3.482991	-3.465543
5371	1.003851	4.085963	-2.722099
5372	1.003851	4.526012	-1.867185
5373	1.003851	4.797401	-0.935977
5374	1.003851	4.890628	0.0225
5375	1.003851	4.808926	0.9772009
5376	1.003851	4.541713	1.896627
5377	1.003851	4.097151	2.754502
5378	1.003851	3.496261	3.501589
5379	1.003851	2.751232	4.12852
5380	1.003851	1.896257	4.585934
5381	1.003851	0.9680858	4.855861
5382	1.003851	0.0115	4.949078
5383	1.003851	-0.9573373	4.850579
5384	1.003851	-1.900775	4.58022
5385	1.003851	-2.760221	4.145369
5386	1.003851	-3.502216	3.526694
5387	1.003851	-4.112509	2.777323
5388	1.003851	-4.572645	1.923068
5389	1.003851	-4.875467	1.010012
5390	1.003851	-4.975461	0.0121
5391	1.003851	-4.845547	-0.9525681
5392	1.003851	-4.549223	-1.863304
5393	1.003851	-4.103834	-2.712095
5394	1.003851	-3.493169	-3.484206
5395	1.003851	-2.729246	-4.11044
5396	1.003851	-1.855266	-4.537821
5397	1.003851	-0.945314	-4.804482
5398	1.003851	0.00707	-4.904419
5399	1.003851	0.9716102	-4.811728
5400	1.003851	-1.346627	0.531361
5401	1.003851	-0.6582984	1.615416
5402	1.003851	0.6454342	-0.2941523
5403	1.003851	-2.43189	-1.057971
5404	1.003851	-1.645808	1.231525
5405	1.003851	-1.43637	2.413276
5406	1.003851	0.2051149	2.131192
5407	1.003851	2.491629	1.134581
5408	1.003851	2.068826	-0.4114547
5409	1.003851	0.3245536	-2.733624
5410	1.003851	-1.26623	-3.182851
5411	1.003851	-2.168117	-1.616517
5412	1.003851	-3.820976	-1.533922
5413	1.003851	-3.465602	0.6476749
5414	1.003851	-1.947993	2.953846
5415	1.003851	-0.7076684	3.487101
5416	1.003851	-0.0229	3.50432
5417	1.003851	1.615483	3.902928
5418	1.003851	1.908504	2.920273
5419	1.003851	3.148463	1.375092
5420	1.003851	3.420363	0.0403
5421	1.003851	3.140057	-1.314148
5422	1.003851	1.721368	-2.183802
5423	1.003851	-4.249791	0.0318
5424	1.003851	-4.162302	0.8712729
5425	1.003851	0.8431088	-4.074808
5426	-1.003851	0.0926	0.5113277
5427	-1.003851	0.3120142	0.1498165
5428	-1.003851	-0.6859149	0.2358247
5429	-1.003851	-0.3654605	-0.2767279
5430	-1.003851	-0.0355	0.9137115
5431	-1.003851	-0.1393227	-0.7855664
5432	-1.003851	0.7150871	1.094604
5433	-1.003851	-0.4908549	0.9299735
5434	-1.003851	0.3417026	1.389497
5435	-1.003851	0.9699496	0.7087702
5436	-1.003851	1.134758	-1.041118
5437	-1.003851	1.526814	-0.7537942
5438	-1.003851	1.259339	0.3866022
5439	-1.003851	1.332949	-0.3780087
5440	-1.003851	1.566456	0.0807
5441	-1.003851	-1.027762	-0.6274559
5442	-1.003851	-1.018162	1.057305
5443	-1.003851	-0.6827845	-1.72172
5444	-1.003851	-0.8426453	-1.134653
5445	-1.003851	-0.075	-1.450792
5446	-1.003851	0.5800051	-1.16036
5447	-1.003851	-1.290974	-1.914822
5448	-1.003851	-0.1423704	1.535662
5449	-1.003851	0.7112217	1.96501
5450	-1.003851	-1.658983	0.0883
5451	-1.003851	-1.26474	-0.2066804
5452	-1.003851	1.240636	1.682049
5453	-1.003851	1.870368	0.8531253
5454	-1.003851	1.618437	1.284044
5455	-1.003851	2.16568	-0.0028
5456	-1.003851	2.043861	0.4597259
5457	-1.003851	-1.55268	-1.410866
5458	-1.003851	-1.873985	-0.4293911
5459	-1.003851	-1.731569	-0.8959511
5460	-1.003851	1.960278	-0.8855575
5461	-1.003851	-1.26197	1.75458
5462	-1.003851	-0.3084947	2.192261
5463	-1.003851	1.749097	-1.341721
5464	-1.003851	-0.8960133	2.283586
5465	-1.003851	-1.990493	0.741718
5466	-1.003851	0.7296998	-1.866899
5467	-1.003851	0.4631427	2.764807
5468	-1.003851	-2.311348	0.1708134
5469	-1.003851	-0.1264276	2.833663
5470	-1.003851	1.043292	2.61416
5471	-1.003851	-0.6895371	2.855083
5472	-1.003851	-1.176472	2.863664
5473	-1.003851	1.952507	2.060115
5474	-1.003851	1.5227	2.388129
5475	-1.003851	-2.593611	1.002621
5476	-1.003851	-1.788203	2.019672
5477	-1.003851	2.224246	1.634337
5478	-1.003851	-2.241876	1.565216
5479	-1.003851	2.741062	0.0393
5480	-1.003851	2.680324	0.6096331
5481	-1.003851	-2.880369	0.3500639
5482	-1.003851	2.526199	-1.09799
5483	-1.003851	2.681026	-0.5147005
5484	-1.003851	-1.68352	-2.522621
5485	-1.003851	-1.911531	-2.12089
5486	-1.003851	-2.459298	-0.4381873
5487	-1.003851	2.22948	-1.663822
5488	-1.003851	1.278777	-1.659218
5489	-1.003851	0.102953	-2.130646
5490	-1.003851	1.00888	-2.482627
5491	-1.003851	-1.15546	-2.532665
5492	-1.003851	-0.5347754	-2.39083
5493	-1.003851	0.6657035	3.43639
5494	-1.003851	1.317687	3.251308
5495	-1.003851	-1.394206	3.296863
5496	-1.003851	2.400221	2.47317
5497	-1.003851	-2.403175	2.495049
5498	-1.003851	2.85757	1.97831
5499	-1.003851	-2.807006	1.967565
5500	-1.003851	-3.19371	1.314238
5501	-1.003851	3.315627	0.7170592
5502	-1.003851	-3.646225	0.0634
5503	-1.003851	3.355342	-0.6523582
5504	-1.003851	-3.244781	-0.4533994
5505	-1.003851	-3.102918	-1.238394
5506	-1.003851	2.815095	-1.938359
5507	-1.003851	-2.847269	-1.916958
5508	-1.003851	2.476095	-2.477316
5509	-1.003851	-2.479219	-2.501015
5510	-1.003851	1.908989	-2.881936
5511	-1.003851	-1.959422	-2.971732
5512	-1.003851	1.303114	-3.141963
5513	-1.003851	-0.4623516	-3.145926
5514	-1.003851	0.0684	-3.552525
5515	-1.003851	0.6457372	-3.321773
5516	-1.003851	0.0192	4.175018
5517	-1.003851	0.8261105	4.116875
5518	-1.003851	-0.7985153	4.084971
5519	-1.003851	-1.614129	3.854159
5520	-1.003851	2.334249	3.510522
5521	-1.003851	-2.35589	3.537089
5522	-1.003851	2.949469	2.98358
5523	-1.003851	-2.964316	3.000099
5524	-1.003851	3.455436	2.346922
5525	-1.003851	-3.466637	2.35888
5526	-1.003851	3.814562	1.62098
5527	-1.003851	-3.867453	1.641778
5528	-1.003851	4.03706	0.8436008
5529	-1.003851	4.108281	0.0486
5530	-1.003851	4.062876	-0.7883552
5531	-1.003851	-4.078193	-0.7791144
5532	-1.003851	3.82837	-1.577085
5533	-1.003851	3.468428	-2.302511
5534	-1.003851	-3.47368	-2.291656
5535	-1.003851	2.95453	-2.923527
5536	-1.003851	-2.970708	-2.961416
5537	-1.003851	2.325276	-3.458457
5538	-1.003851	-2.325149	-3.507734
5539	-1.003851	1.599816	-3.825586
5540	-1.003851	-1.54517	-3.831172
5541	-1.003851	-0.7780798	-4.034181
5542	-1.003851	0.00822	-4.130365
5543	-1.003851	1.888768	-4.528172
5544	-1.003851	2.741625	-4.072011
5545	-1.003851	3.482991	-3.465543
5546	-1.003851	4.085963	-2.722099
5547	-1.003851	4.526012	-1.867185
5548	-1.003851	4.797401	-0.935977
5549	-1.003851	4.890628	0.0225
5550	-1.003851	4.808926	0.9772009
5551	-1.003851	4.541713	1.896627
5552	-1.003851	4.097151	2.754502
5553	-1.003851	3.496261	3.501589
5554	-1.003851	2.751232	4.12852
5555	-1.003851	1.896257	4.585934
5556	-1.003851	0.9680858	4.855861
5557	-1.003851	0.0115	4.949078
5558	-1.003851	-0.9573373	4.850579
5559	-1.003851	-1.900775	4.58022
5560	-1.003851	-2.760221	4.145369
5561	-1.003851	-3.502216	3.526694
5562	-1.003851	-4.112509	2.777323
5563	-1.003851	-4.572645	1.923068
5564	-1.003851	-4.875467	1.010012
5565	-1.003851	-4.975461	0.0121
5566	-1.003851	-4.845547	-0.9525681
5567	-1.003851	-4.549223	-1.863304
5568	-1.003851	-4.103834	-2.712095
5569	-1.003851	-3.493169	-3.484206
5570	-1.003851	-2.729246	-4.11044
5571	-1.003851	-1.855266	-4.537821
5572	-1.003851	-0.945314	-4.804482
5573	-1.003851	0.00707	-4.904419
5574	-1.003851	0.9716102	-4.811728
5575	-1.003851	-1.346627	0.531361
5576	-1.003851	-0.6582984	1.615416
5577	-1.003851	0.6454342	-0.2941523
5578	-1.003851	-2.43189	-1.057971
5579	-1.003851	-1.645808	1.231525
5580	-1.003851	-1.43637	2.413276
5581	-1.003851	0.2051149	2.131192
5582	-1.003851	2.491629	1.134581
5583	-1.003851	2.068826	-0.4114547
5584	-1.003851	0.3245536	-2.733624
5585	-1.003851	-1.26623	-3.182851
5586	-1.003851	-2.168117	-1.616517
5587	-1.003851	-3.820976	-1.533922
5588	-1.003851	-3.465602	0.6476749
5589	-1.003851	-1.947993	2.953846
5590	-1.003851	-0.7076684	3.487101
5591	-1.003851	-0.0229	3.50432
5592	-1.003851	1.615483	3.902928
5593	-1.003851	1.908504	2.920273
5594	-1.003851	3.148463	1.375092
5595	-1.003851	3.420363	0.0403
5596	-1.003851	3.140057	-1.314148
5597	-1.003851	1.721368	-2.183802
5598	-1.003851	-4.249791	0.0318
5599	-1.003851	-4.162302	0.8712729
5600	-1.003851	0.8431088	-4.074808
5601	-3.011114	0.0933	0.5149027
5602	-3.011114	0.3141957	0.150864
5603	-3.011114	-0.6907105	0.2374735
5604	-3.011114	-0.3680157	-0.2786626
5605	-3.011114	-0.0357	0.9200997
5606	-3.011114	-0.1402967	-0.7910588
5607	-3.011114	0.7200867	1.102257
5608	-3.011114	-0.4942867	0.9364754
5609	-3.011114	0.3440916	1.399212
5610	-3.011114	0.9767311	0.7137256
5611	-3.011114	1.142691	-1.048397
5612	-3.011114	1.537489	-0.7590644
5613	-3.011114	1.268144	0.3893051
5614	-3.011114	1.342268	-0.3806515
5615	-3.011114	1.577408	0.0812
5616	-3.011114	-1.034947	-0.6318428
5617	-3.011114	-1.025281	1.064697
5618	-3.011114	-0.6875582	-1.733758
5619	-3.011114	-0.8485367	-1.142586
5620	-3.011114	-0.0755	-1.460936
5621	-3.011114	0.5840602	-1.168473
5622	-3.011114	-1.3	-1.92821
5623	-3.011114	-0.1433658	1.546398
5624	-3.011114	0.7161942	1.978748
5625	-3.011114	-1.670582	0.0889
5626	-3.011114	-1.273582	-0.2081254
5627	-3.011114	1.24931	1.693809
5628	-3.011114	1.883445	0.8590899
5629	-3.011114	1.629752	1.293022
5630	-3.011114	2.180822	-0.00282
5631	-3.011114	2.058151	0.46294
5632	-3.011114	-1.563536	-1.42073
5633	-3.011114	-1.887087	-0.4323933
5634	-3.011114	-1.743675	-0.9022152
5635	-3.011114	1.973983	-0.8917489
5636	-3.011114	-1.270793	1.766847
5637	-3.011114	-0.3106516	2.207588
5638	-3.011114	1.761326	-1.351102
5639	-3.011114	-0.9022778	2.299551
5640	-3.011114	-2.00441	0.7469038
5641	-3.011114	0.7348015	-1.879952
5642	-3.011114	0.4663808	2.784137
5643	-3.011114	-2.327508	0.1720076
5644	-3.011114	-0.1273115	2.853475
5645	-3.011114	1.050586	2.632437
5646	-3.011114	-0.6943581	2.875045
5647	-3.011114	-1.184697	2.883685
5648	-3.011114	1.966158	2.074518
5649	-3.011114	1.533346	2.404826
5650	-3.011114	-2.611745	1.009631
5651	-3.011114	-1.800705	2.033792
5652	-3.011114	2.239797	1.645763
5653	-3.011114	-2.25755	1.57616
5654	-3.011114	2.760226	0.0396
5655	-3.011114	2.699064	0.6138954
5656	-3.011114	-2.900507	0.3525114
5657	-3.011114	2.543861	-1.105667
5658	-3.011114	2.69977	-0.518299
5659	-3.011114	-1.695291	-2.540258
5660	-3.011114	-1.924896	-2.135719
5661	-3.011114	-2.476493	-0.4412509
5662	-3.011114	2.245068	-1.675455
5663	-3.011114	1.287717	-1.670818
5664	-3.011114	0.1036728	-2.145542
5665	-3.011114	1.015934	-2.499984
5666	-3.011114	-1.163538	-2.550372
5667	-3.011114	-0.5385143	-2.407545
5668	-3.011114	0.6703578	3.460416
5669	-3.011114	1.326899	3.27404
5670	-3.011114	-1.403953	3.319913
5671	-3.011114	2.417002	2.490461
5672	-3.011114	-2.419977	2.512493
5673	-3.011114	2.877549	1.992142
5674	-3.011114	-2.826631	1.981322
5675	-3.011114	-3.216038	1.323426
5676	-3.011114	3.338808	0.7220725
5677	-3.011114	-3.671717	0.0639
5678	-3.011114	3.378801	-0.6569191
5679	-3.011114	-3.267467	-0.4565693
5680	-3.011114	-3.124612	-1.247052
